41 -340
29 12 11
7 32 13
21 38 13
40 8 23
1 33 16
13 31 2
28 2 6
13 12 16
27 12 13
28 25 -1
16 22 11
16 3 7
27 16 1
27 39 12
34 31 23
6 37 7
34 24 2
20 13 3
15 36 24
21 11 14
11 25 22
20 10 24
38 3 5
24 23 2
30 14 8
40 11 18
18 33 21
1 25 2
8 7 18
4 23 6
26 23 17
41 22 -1
36 29 5
7 23 12
20 33 3
11 36 8
30 13 2
12 30 18
38 33 22
33 40 17
28 9 4
32 31 11
5 19 4
34 12 17
34 24 19
41 37 3
18 30 1
8 21 14
27 3 16
13 18 16
37 30 -1
11 12 5
33 4 22
39 2 20
1 39 3
26 23 25
9 30 3
40 18 16
30 32 15
37 26 5
6 13 21
4 18 11
29 34 19
34 39 16
34 31 12
33 35 23
22 14 21
39 13 24
22 17 23
9 30 7
17 11 7
38 32 12
21 13 21
22 13 25
25 22 11
2 33 2
32 30 13
15 35 -1
32 8 12
18 33 10
35 32 4
1 23 21
34 3 21
3 5 2
29 33 17
6 10 6
29 14 22
39 28 22
13 14 22
11 8 11
40 29 2
29 18 10
30 24 24
26 33 15
20 12 4
21 35 21
29 33 3
15 41 14
4 6 13
21 28 18
5 16 21
41 20 24
32 30 12
3 31 18
30 35 19
19 20 8
33 23 15
13 21 25
19 23 22
14 11 13
27 40 8
10 33 19
38 8 12
11 7 9
8 31 12
33 31 6
10 32 23
28 18 4
21 27 17
23 3 8
3 23 9
5 36 21
28 41 2
27 40 12
25 6 11
35 20 11
35 39 24
17 40 23
25 18 3
26 14 9
6 8 12
11 37 23
17 33 2
32 40 16
20 3 21
2 20 12
38 4 18
14 3 17
15 3 4
20 30 20
28 40 23
40 14 -2
25 37 3
31 37 14
40 6 3
40 5 7
38 39 8
39 35 14
18 16 22
2 27 19
6 23 5
6 8 16
26 14 13
11 40 23
12 25 21
4 39 22
16 26 25
25 13 13
18 4 16
23 6 8
3 26 18
13 1 18
37 16 5
7 5 3
14 34 4
14 3 7
38 15 5
30 14 25
19 39 1
19 41 20
8 26 12
25 13 17
37 27 19
4 23 14
40 24 10
39 33 25
36 23 -3
13 1 3
25 12 21
29 1 22
38 41 25
27 8 13
36 34 20
37 7 18
1 22 9
28 21 13
27 19 18
37 11 24
15 17 8
16 18 25
21 34 4
11 9 21
12 5 19
19 34 20
41 26 10
41 18 15
8 22 14
30 2 23
21 38 1
35 38 17
1 10 21
41 23 4
29 8 6
25 19 23
28 4 22
33 25 9
11 6 2
31 36 16
19 25 19
15 17 12
12 13 9
37 4 7
32 5 24
35 14 18
28 36 10
21 40 15
17 32 8
24 14 13
2 38 4
8 6 24
19 14 5
13 14 17
11 9 20
20 24 14
30 25 15
15 4 19
8 22 13
13 18 14
26 38 12
3 21 22
19 33 14
13 11 11
7 11 7
7 41 8
9 41 10
19 25 9
12 4 21
39 6 24
20 35 18
39 37 11
7 34 14
8 33 8
31 39 7
1 5 3
8 6 14
40 3 20
36 32 2
15 30 16
29 22 20
33 39 5
26 15 19
7 26 5
17 23 15
23 14 12
19 40 25
22 2 22
36 16 17
32 23 17
39 2 8
10 14 23
21 2 18
32 3 25
11 27 4
6 24 15
32 11 2
13 7 8
29 15 2
18 22 12
23 15 17
40 22 15
41 29 13
22 6 5
2 25 5
28 33 24
22 28 11
32 15 4
18 28 18
37 32 22
7 6 4
20 27 4
39 1 24
12 33 10
7 10 1
39 35 13
41 24 15
17 19 12
29 33 5
37 2 7
11 27 3
39 5 8
18 28 22
41 39 21
1 8 7
18 10 10
39 1 1
15 37 18
41 17 20
41 9 16
39 31 20
3 35 8
24 1 22
31 26 8
34 25 13
12 36 25
25 10 6
18 40 10
26 6 12
25 10 15
25 22 -1
37 9 10
3 20 5
20 8 8
9 37 1
3 4 6
25 40 15
28 2 12
32 25 15
23 41 5
5 12 16
24 39 3
25 2 15
18 20 22
13 6 10
32 33 -4
32 14 1
18 24 10
35 23 4
15 17 16
34 40 15
36 4 4
9 24 25
1 41 7
31 10 12
26 40 18
38 30 9
37 11 18
2 26 15
38 19 18
8 19 25
11 17 19
