51 -231
3 13 4
45 28 7
18 29 22
1 19 24
14 38 1
45 30 13
48 17 15
3 43 11
20 42 14
3 35 25
36 12 15
30 23 21
40 6 14
47 21 16
47 17 9
37 1 21
24 50 23
14 33 7
51 36 24
34 21 14
14 40 22
26 9 25
39 24 16
29 18 17
27 42 9
32 35 14
13 49 17
34 7 9
23 16 7
6 21 6
3 29 23
27 19 25
28 9 21
31 22 2
1 3 20
47 45 9
39 21 16
40 16 17
13 27 16
11 2 13
44 28 24
34 14 23
41 17 5
32 45 8
4 46 2
15 19 6
40 31 2
2 21 -1
27 42 20
15 43 18
42 33 19
7 38 15
35 19 1
45 30 10
25 43 3
20 1 22
21 7 23
41 7 24
29 8 22
22 15 24
51 6 23
43 50 16
7 29 5
20 46 11
43 3 5
6 45 22
35 34 13
7 2 6
38 18 18
18 27 24
39 51 9
13 11 12
39 49 21
26 38 3
6 18 23
41 15 21
18 43 14
8 20 10
41 7 17
18 6 4
15 39 22
33 5 22
9 40 19
11 27 3
10 48 20
1 13 10
23 33 1
41 43 3
51 16 2
14 39 4
8 41 23
40 24 21
40 38 20
35 26 11
36 40 15
20 49 18
35 31 25
42 10 15
5 45 22
25 21 4
42 34 18
25 18 17
17 32 8
40 14 1
36 29 14
21 14 5
24 36 7
6 26 4
23 37 1
36 41 -3
7 15 19
49 12 16
5 7 22
4 3 12
17 44 9
49 2 24
17 20 18
22 27 2
46 48 11
30 25 22
38 16 15
35 16 2
10 33 -4
37 6 2
40 28 20
35 10 16
46 21 12
26 49 1
46 40 16
20 33 5
46 7 13
9 30 24
46 5 25
38 11 13
19 29 5
40 49 6
40 47 9
16 4 4
46 17 8
37 35 11
28 29 12
38 40 21
28 23 5
15 41 -5
46 19 23
40 48 19
20 3 21
13 50 3
7 24 17
8 10 5
11 47 -3
48 25 24
16 40 11
28 45 10
41 16 19
37 39 13
23 27 24
24 49 11
7 11 7
11 43 20
46 7 17
22 7 21
26 17 22
27 22 23
5 14 16
8 38 23
22 6 4
16 26 14
36 20 8
33 42 24
43 1 24
15 46 13
17 44 18
37 24 5
7 11 9
15 21 2
36 27 16
43 49 3
22 45 -1
40 17 17
18 32 5
10 15 9
44 14 24
8 19 3
35 39 12
21 44 23
38 51 21
49 5 22
19 21 7
8 21 18
42 49 14
3 11 6
3 17 22
28 29 9
30 11 4
47 32 1
1 24 7
8 20 4
19 40 14
14 42 22
43 21 22
44 29 8
37 2 13
45 43 21
34 22 9
7 13 14
40 30 1
34 18 21
14 26 7
23 7 16
50 35 24
5 45 7
37 31 21
19 8 21
49 24 13
8 49 12
24 47 20
41 48 23
9 49 11
20 51 3
8 18 24
37 46 6
6 28 8
35 38 9
19 36 12
8 13 21
17 16 12
23 18 9
6 10 11
37 1 1
26 34 25
