41 -142
7 20 12
6 8 4
6 32 5
16 39 14
40 35 11
4 28 17
11 18 2
37 14 1
8 9 23
6 36 23
5 14 15
16 29 21
24 31 25
6 25 1
35 26 21
28 25 11
12 7 6
15 21 19
8 5 12
40 22 15
2 39 22
29 6 18
29 40 13
35 32 24
9 10 8
27 32 16
28 6 15
5 23 19
38 33 5
18 4 6
10 29 18
38 33 14
37 10 7
20 21 14
4 32 12
26 22 12
21 9 18
3 26 8
39 10 9
27 38 25
8 35 12
1 8 12
29 12 8
19 33 13
14 17 15
40 13 14
3 21 14
8 23 22
35 15 15
1 18 13
40 11 25
16 41 1
26 15 20
20 31 1
15 27 14
15 11 -3
7 17 6
21 35 23
25 32 14
28 41 7
8 37 23
1 36 14
25 23 23
13 27 13
13 37 15
11 8 17
41 13 11
7 18 16
19 35 5
12 31 24
17 9 1
38 41 15
12 19 16
33 34 5
28 24 11
26 18 2
12 16 7
26 1 4
14 40 14
8 2 15
37 19 9
19 20 3
10 2 9
29 17 22
24 1 24
15 9 3
23 13 14
2 27 24
26 31 25
17 23 25
1 5 15
27 19 19
34 4 13
17 35 17
15 18 8
32 16 3
13 5 7
2 37 7
19 24 2
41 27 22
37 6 25
36 18 18
14 18 24
4 30 18
41 29 3
7 13 19
14 34 25
26 21 1
1 24 14
11 14 23
33 15 24
27 18 16
30 32 6
15 8 14
35 5 8
4 23 17
17 2 9
19 13 24
24 3 12
38 15 10
40 5 18
4 27 5
38 31 15
5 20 24
8 14 6
10 15 2
16 24 18
36 7 12
34 39 16
1 36 8
31 20 2
41 19 6
30 8 1
5 37 3
31 14 19
22 39 23
34 2 15
19 23 9
3 7 22
20 26 22
1 12 10
25 1 16
